repository	path	blob_sha	depth	scope	line_ranges	execution_evidence
meta	docs/architecture/adr/0001-ecosystem-topology-authority.md	af73483755975eb947618ae6fe7123407baa0d9a	SCOPED_SEMANTIC_REVIEW	Accepted META topology authority and provider ownership boundaries only.	[]	Immutable reviewed candidate r3-meta-r4-direct-candidate.json (SHA-256 aeb3eaf325aef8c989209d1c9104c8d7a890b25eef2b3bb1ea014ffd079aab39); fresh full-file direct read at META source cut 1a01c5b3e08666a82245b1cac78da3736c65e785. Live main 3b39e0be05aef008f1bd442821daefa898a201dd retained the identical blob on 2026-09-10; this is source identity only, not live admin/runtime/provider proof.
meta	docs/architecture/adr/0002-organization-governance-operating-model.md	53ad1361395dc67974c89744a22b2df631f0d61a	SCOPED_SEMANTIC_REVIEW	Accepted organization governance operating model and bounded authority only.	[]	Immutable reviewed candidate r3-meta-r4-direct-candidate.json (SHA-256 aeb3eaf325aef8c989209d1c9104c8d7a890b25eef2b3bb1ea014ffd079aab39); fresh full-file direct read at META source cut 1a01c5b3e08666a82245b1cac78da3736c65e785. Live main 3b39e0be05aef008f1bd442821daefa898a201dd retained the identical blob on 2026-09-10; this is source identity only, not live admin/runtime/provider proof.
meta	docs/architecture/adr/0003-terminal-source-branch-lifecycle.md	626ad68f1b3ea5d636a1179df9c599fb702e66a0	SCOPED_SEMANTIC_REVIEW	Accepted terminal source-branch disposition and evidence semantics only.	[]	Immutable reviewed candidate r3-meta-r4-direct-candidate.json (SHA-256 aeb3eaf325aef8c989209d1c9104c8d7a890b25eef2b3bb1ea014ffd079aab39); fresh full-file direct read at META source cut 1a01c5b3e08666a82245b1cac78da3736c65e785. Live main 3b39e0be05aef008f1bd442821daefa898a201dd retained the identical blob on 2026-09-10; this is source identity only, not live admin/runtime/provider proof.
meta	docs/architecture/adr/0004-parallel-agent-git-concurrency.md	9026d1c23ecbdb7e5c6f311a4c9b0ec0dc7cc1fd	SCOPED_SEMANTIC_REVIEW	Accepted parallel-work and operative-looking merge-up guidance; ambiguity with later MQ authority reconfirms META-AUD-05.	[]	Immutable reviewed candidate r3-meta-r4-direct-candidate.json (SHA-256 aeb3eaf325aef8c989209d1c9104c8d7a890b25eef2b3bb1ea014ffd079aab39); fresh full-file direct read at META source cut 1a01c5b3e08666a82245b1cac78da3736c65e785. Live main 3b39e0be05aef008f1bd442821daefa898a201dd retained the identical blob on 2026-09-10; this is source identity only, not live admin/runtime/provider proof.
meta	docs/architecture/adr/0005-solo-maintainer-governance-v2-simplification-reset.md	fee4ea0586a24c018f0755cc8f8d8ad8a42a86b1	SCOPED_SEMANTIC_REVIEW	Accepted later Merge Queue freshness model; does not explicitly declare ADR 0004 wholly superseded.	[]	Immutable reviewed candidate r3-meta-r4-direct-candidate.json (SHA-256 aeb3eaf325aef8c989209d1c9104c8d7a890b25eef2b3bb1ea014ffd079aab39); fresh full-file direct read at META source cut 1a01c5b3e08666a82245b1cac78da3736c65e785. Live main 3b39e0be05aef008f1bd442821daefa898a201dd retained the identical blob on 2026-09-10; this is source identity only, not live admin/runtime/provider proof.
meta	docs/evidence/OTERYN-ORG-AUDIT-v3.10-LIVE-CLOSEOUT-20260821.md	028edeba98af75fb51efd182dbf23497598fd8bf	SCOPED_SEMANTIC_REVIEW	Historical closeout snapshot only; not current LIVE admin, runtime, security, or enforcement proof.	[]	Immutable reviewed candidate r3-meta-r4-direct-candidate.json (SHA-256 aeb3eaf325aef8c989209d1c9104c8d7a890b25eef2b3bb1ea014ffd079aab39); fresh full-file direct read at META source cut 1a01c5b3e08666a82245b1cac78da3736c65e785. Live main 3b39e0be05aef008f1bd442821daefa898a201dd retained the identical blob on 2026-09-10; this is source identity only, not live admin/runtime/provider proof.
meta	docs/evidence/OTERYN-ORG-AUDIT-v3.9-REMEDIATION-CLOSEOUT-20260824.md	55c30d54ff4176307e05e377e34c983b249df4e3	SCOPED_SEMANTIC_REVIEW	Historical remediation closeout snapshot only; not current LIVE proof.	[]	Immutable reviewed candidate r3-meta-r4-direct-candidate.json (SHA-256 aeb3eaf325aef8c989209d1c9104c8d7a890b25eef2b3bb1ea014ffd079aab39); fresh full-file direct read at META source cut 1a01c5b3e08666a82245b1cac78da3736c65e785. Live main 3b39e0be05aef008f1bd442821daefa898a201dd retained the identical blob on 2026-09-10; this is source identity only, not live admin/runtime/provider proof.
meta	docs/recovery/organization-recovery-contract.md	829fcadd8367cbb727f1305b7fa84783e002d6ca	SCOPED_SEMANTIC_REVIEW	Recovery roles, evidence, and exercise contract only; no current recovery qualification is inferred.	[]	Immutable reviewed candidate r3-meta-r4-direct-candidate.json (SHA-256 aeb3eaf325aef8c989209d1c9104c8d7a890b25eef2b3bb1ea014ffd079aab39); fresh full-file direct read at META source cut 1a01c5b3e08666a82245b1cac78da3736c65e785. Live main 3b39e0be05aef008f1bd442821daefa898a201dd retained the identical blob on 2026-09-10; this is source identity only, not live admin/runtime/provider proof.
meta	docs/superpowers/specs/2026-09-01-solo-maintainer-governance-v2-simplification-reset-design.md	09158d761b240b158665e6c62b0131a3e5e088d1	SCOPED_SEMANTIC_REVIEW	Design/evidence material only; never active dispatch authority.	[]	Immutable reviewed candidate r3-meta-r4-direct-candidate.json (SHA-256 aeb3eaf325aef8c989209d1c9104c8d7a890b25eef2b3bb1ea014ffd079aab39); fresh full-file direct read at META source cut 1a01c5b3e08666a82245b1cac78da3736c65e785. Live main 3b39e0be05aef008f1bd442821daefa898a201dd retained the identical blob on 2026-09-10; this is source identity only, not live admin/runtime/provider proof.
meta	docs/testing/ECOSYSTEM_TEST_STRATEGY.md	0fe784e5c71f7d268dc36e28ff1f33b9b570a528	SCOPED_SEMANTIC_REVIEW	Cross-repository test layers, ownership, and evidence expectations only; no runtime result is inferred.	[]	Immutable reviewed candidate r3-meta-r4-direct-candidate.json (SHA-256 aeb3eaf325aef8c989209d1c9104c8d7a890b25eef2b3bb1ea014ffd079aab39); fresh full-file direct read at META source cut 1a01c5b3e08666a82245b1cac78da3736c65e785. Live main 3b39e0be05aef008f1bd442821daefa898a201dd retained the identical blob on 2026-09-10; this is source identity only, not live admin/runtime/provider proof.
meta	ecosystem/bounded-autonomous-execution-policy.json	ff4904f0d7f6529dea90a03373848d7700c2a437	SCOPED_SEMANTIC_REVIEW	Machine-readable bounded execution vocabulary and thresholds only.	[]	Immutable reviewed candidate r3-meta-r4-direct-candidate.json (SHA-256 aeb3eaf325aef8c989209d1c9104c8d7a890b25eef2b3bb1ea014ffd079aab39); fresh full-file direct read at META source cut 1a01c5b3e08666a82245b1cac78da3736c65e785. Live main 3b39e0be05aef008f1bd442821daefa898a201dd retained the identical blob on 2026-09-10; this is source identity only, not live admin/runtime/provider proof.
meta	ecosystem/governance-desired-state.json	049a3fff02451fdbc8ec75dd6bc017466911bb94	SCOPED_SEMANTIC_REVIEW	Target/desired governance state only; never proof of live enforcement.	[]	Immutable reviewed candidate r3-meta-r4-direct-candidate.json (SHA-256 aeb3eaf325aef8c989209d1c9104c8d7a890b25eef2b3bb1ea014ffd079aab39); fresh full-file direct read at META source cut 1a01c5b3e08666a82245b1cac78da3736c65e785. Live main 3b39e0be05aef008f1bd442821daefa898a201dd retained the identical blob on 2026-09-10; this is source identity only, not live admin/runtime/provider proof.
meta	ecosystem/repositories.json	16b41287e33d6e3848b45ce0da262f90f12b81d9	SCOPED_SEMANTIC_REVIEW	Repository coordinates, ownership, and migration-state declarations at the source cut only.	[]	Immutable reviewed candidate r3-meta-r4-direct-candidate.json (SHA-256 aeb3eaf325aef8c989209d1c9104c8d7a890b25eef2b3bb1ea014ffd079aab39); fresh full-file direct read at META source cut 1a01c5b3e08666a82245b1cac78da3736c65e785. Live main 3b39e0be05aef008f1bd442821daefa898a201dd retained the identical blob on 2026-09-10; this is source identity only, not live admin/runtime/provider proof.
meta	tools/governance/bounded_execution_guard.py	72163019fd48d9314bdf20dab047925763ef0198	SCOPED_SEMANTIC_REVIEW	Deterministic bounded-execution decision logic at the source cut; not universal runtime proof.	[]	Immutable reviewed candidate r3-meta-r4-direct-candidate.json (SHA-256 aeb3eaf325aef8c989209d1c9104c8d7a890b25eef2b3bb1ea014ffd079aab39); fresh full-file direct read at META source cut 1a01c5b3e08666a82245b1cac78da3736c65e785. Live main 3b39e0be05aef008f1bd442821daefa898a201dd retained the identical blob on 2026-09-10; this is source identity only, not live admin/runtime/provider proof.
meta	tools/governance/remote_desktop_call_gate.py	fc04113eb0cbe04d761b66c557438f512420182b	SCOPED_SEMANTIC_REVIEW	Deterministic exact-call Remote Desktop gate logic at the source cut; not proof of authorization or execution.	[]	Immutable reviewed candidate r3-meta-r4-direct-candidate.json (SHA-256 aeb3eaf325aef8c989209d1c9104c8d7a890b25eef2b3bb1ea014ffd079aab39); fresh full-file direct read at META source cut 1a01c5b3e08666a82245b1cac78da3736c65e785. Live main 3b39e0be05aef008f1bd442821daefa898a201dd retained the identical blob on 2026-09-10; this is source identity only, not live admin/runtime/provider proof.
